Length,Angle,Signal
0.5979139816071641,19.153288305304027,13.098057112289858
0.5843658725100971,-3.0433317315839936,13.161882852491722
0.3911072129279638,12.25681757380795,10.807360216753708
0.06993896629306406,-17.67182003173246,11.084133967439147
0.463832651938489,-38.287886451795956,12.187141969065081
0.0508129649221396,-7.003347881728988,10.454946871345705
0.7546637362333488,-20.831302278604664,15.514384394264942
0.7677235734943404,-10.292848413390361,11.742413534905225
0.03749440059154541,-26.860451090382025,10.869151995531883
1.4354336991878336,11.332833265990475,14.604764189470275
0.8925104956164922,29.0575228120926,15.38410493297713
0.19544339899896412,-1.6391733296504185,11.264148558055629
8.60879145610407,-23.283414712313615,45.2973140538885
8.567592015712309,-0.6766849329152569,49.441339526125155
9.549886139288947,1.601221318434426,59.09243793571068
8.922708548578122,-10.586555566847792,57.30365979789979
8.98377531996023,32.75027713979591,47.656185030696236
8.018784892298287,-31.809116195909528,40.4078369649224
8.575161853679468,34.899890116504174,60.97891326605598
9.396929095845746,8.203050576619994,50.9463600771252
9.37759175962703,12.587439028177108,66.47909946838382
8.02371838769419,25.17363234073182,37.53838990161716
8.670417802761184,9.941133462882393,51.048377358164686
8.251908827040086,24.972712765154867,54.715323382354484
8.613109838925931,34.59447480360644,46.92752853912394
