Length,Angle,Signal
7.186437450307038,-31.209562399456065,32.50227560226509
5.298777984051993,23.440424605213803,37.008469322262286
0.33841303062040695,-38.891002982399066,14.837906066697585
2.9610138447624914,25.78215054079179,19.625306393695137
1.9799458865121533,40.91192027471685,20.05732599969962
6.173734566080481,-19.927892471943288,32.61747022571902
1.5790267172008832,16.612844005160248,14.58090131896354
0.772764109834998,-20.419611631258185,13.199954059841348
5.855175682279996,14.722031537346448,32.957035450779884
2.293938890992907,5.474831853909476,16.54344290300093
1.7997836235978637,-41.09154531557566,16.437656839136853
4.728316546569545,3.399987452384825,28.404529736731938
8.24068194075262,7.566175448375834,43.960566470221224
9.761594456220957,22.061984568066496,59.64374063962585
6.6063067205781945,-37.834492567540245,62.14111422674784
9.876032146708061,3.381165184445739,46.911506895530565
2.797920771164387,-5.748412844587173,19.785966641927764
7.945183548524692,27.66089240720807,44.72285583957358
8.661261218519908,23.15490362694429,72.9790591713392
1.6119617980917433,43.53943781605552,15.461883135232746
0.7425416029849963,26.673479413536608,15.075100763871118
5.787964122709902,-38.983094266943134,36.26362825395328
5.3649122745448095,-42.50022371544052,42.063702321110284
7.347546114864847,-38.60815785391038,44.47160122592643
4.126031726168832,-7.994862327600998,32.82872220799319
7.078688867595035,-30.874138014000412,49.71332332337281
6.849910642698692,18.232358669925087,35.68378003928815
2.6424042516997037,-16.815799721231723,20.198255967576127
0.012732871002613111,-26.659246425935464,10.905642839179338
0.776323124348941,38.729628755686534,13.149123063219838
7.519524858139217,11.811812865881754,42.515555205214156
4.6497084494437555,0.5897135421764665,32.42130161912309
5.8911478755727735,-15.344646797292716,33.744445395095504
7.247676736013728,32.458547661555,42.50116643389587
3.384453796089122,-34.684356913120226,23.635265869504106
7.132018028356101,-39.06084701226202,42.984415919672784
5.126642455550554,-28.749847846629784,28.591977565832785
7.841134639648226,8.776751016963347,47.54680871386027
5.975678629995444,0.7785371653963646,33.57776263592994
1.4927839341733573,0.9843228961133588,16.595528864080677
4.417440732849041,5.7495568211415184,23.79565323434327
9.028407557645474,18.12900624576225,41.25013915874212
7.141767721438946,32.20726548020471,41.569246789833585
3.868100994171093,-37.94291906912966,25.424399436648446
7.566251770081088,-25.75415414459573,50.847098809116446
6.871968155194961,-24.12051544582056,45.9504151446158
3.3497983792824337,-6.370216602740468,20.620151798102786
1.2811080925999307,-11.570493315529864,15.245088404132147
5.9712590650300434,33.523140493274624,35.91770380374208
8.309971812258743,6.839030404388756,47.738736841979566
3.8576211821633133,-2.778539913451581,23.550844006231394
9.551775007594191,37.8449317330754,59.90476222001358
7.376249997429801,18.08825091326194,37.89752512182268
3.149482904326458,-2.8527644475932856,19.98005523513356
3.5076869124208434,-5.548715810979855,20.89515291810417
6.260300903301115,7.18457293779332,31.301859587619266
5.093451233644425,-20.794052030627082,26.408290342333377
1.9659694234224911,-9.286447757293296,20.274256705769126
9.136906743743884,23.779244515337634,56.10236289777842
9.527183284661444,16.798112658288282,54.76466609982248
1.1963865721520939,17.677545283739878,12.767501948784334
8.600319047418715,22.026379438296054,50.968903664435764
7.5642740703333295,-4.528166866183389,52.79216664041337
5.59753284315506,27.898051155773,25.923113932965897
7.805254053935582,34.437118875019785,65.03514263378217
2.729897951048664,-37.5469673972204,17.75400932891119
6.4869453240373804,-39.20329945595067,28.78279782614267
1.0692161252282006,-25.169338311589602,12.521050457803836
4.723246555546719,15.995610520562085,30.1016022527883
8.732861966074694,-16.509562828587097,51.174028969113344
1.2646444721989059,-32.213366687555634,19.36626719772397
0.7268110349529999,11.678494935320584,17.082871208527663
9.561101596387669,32.89891621294974,54.890100438182216
1.039293764174375,12.915940840565511,13.54296451153197
4.216277077639393,-22.59317419229137,25.741788905958142
9.369543517063997,28.748395082329516,63.434083800861146
7.621281504041056,-35.37892683430803,36.31343516752135
8.451629930397797,29.880061990956005,57.05294631013132
5.202340410029802,-31.712961812507665,29.054242598847146
9.377893447663153,-1.249667466714548,48.547940420808565
6.821397615695076,-35.428677912703,41.11082613061674
7.051930532210873,-27.182198126774754,37.74891768359101
1.7477560488290156,-12.295525615205902,15.439030740165439
3.426875969177731,-15.568311379459418,24.693339397593494
1.7602444255557015,24.61780646551392,20.622235366836726
2.193369947565822,22.003485573369723,25.91675242939055
4.0376778922978875,-23.135505373701612,23.74056605358485
4.366934911472047,-35.73333476379702,23.81434349044621
6.454994470702246,-28.025667959623796,30.37264223851462
6.221547780728299,30.55342098491163,30.692152759048774
9.699400147493519,21.083073594047875,46.28080796137014
5.602392201903818,-23.70587317866618,38.686206113421896
1.6729375452301642,33.6661118869183,14.165995684443104
9.078774546675564,-33.1073458001202,55.74904966078897
6.036497801737383,-19.32002503708052,37.49043117454071
6.02692978114135,-28.765948811291132,34.87470866080316
5.024031850005354,-37.00201941489449,25.94412897561825
7.335396834726029,33.994747837710655,35.16153606783227
2.627235060027405,-38.3716009335876,20.82923654649346
3.5418780099173053,44.92636283961472,39.069221108401436
7.973063718368073,-4.78256771317935,40.322308030547276
5.042226405222476,44.085271610862705,26.844080985884414
3.429173635868646,31.2999661839929,18.25890122818984
